-0.122425,0.005337,0.808986,0.038167,0.037102,-0.7263,0.685313,-0.330491,0.288313,-0.23546,-0.649956,0.131031,0,0.219898,-0.035714,0.412744,0.501922,-0.103728,0,0.00079,0.119757,0.113214,0.320431,0.726869,0.885129,1.628609,-0.081356,-0.327459,-0.234616,-0.801673,-0.335716
-0.12583,0.007627,0.807293,0.037556,0.037997,-0.726038,0.685577,-0.357842,0.303216,-0.232329,-0.699452,0.140255,0,0.227205,-0.031372,0.412652,0.512405,-0.110011,0,0.002044,0.115769,0.087321,0.296871,0.783669,0.912861,1.594087,-0.081823,-0.305768,-0.259443,-0.832922,-0.315331
-0.129426,0.010048,0.805546,0.036486,0.039,-0.725419,0.686233,-0.388177,0.319615,-0.228707,-0.753771,0.155212,0,0.233687,-0.026088,0.413693,0.522058,-0.11593,0,0.004398,0.113063,0.062548,0.284223,0.84132,0.932559,1.575478,-0.080193,-0.29555,-0.297007,-0.863029,-0.293115
-0.133062,0.012549,0.803817,0.035268,0.039882,-0.724588,0.687123,-0.423012,0.337577,-0.227145,-0.816791,0.178909,0,0.239212,-0.021061,0.416255,0.531293,-0.121562,0,0.007131,0.111537,0.039967,0.282234,0.899139,0.932435,1.587896,-0.079429,-0.292443,-0.339265,-0.889441,-0.28639
-0.136874,0.015271,0.80195,0.033631,0.041002,-0.724175,0.687574,-0.462395,0.359888,-0.232419,-0.889791,0.204534,0,0.245042,-0.014767,0.418829,0.5406,-0.126882,0,0.010707,0.108935,0.017112,0.292823,0.961736,0.912836,1.607457,-0.080087,-0.291901,-0.376696,-0.906634,-0.278901
-0.140747,0.018057,0.800325,0.03201,0.042871,-0.723327,0.68843,-0.503794,0.387675,-0.255372,-0.966876,0.227714,0,0.250538,-0.007077,0.422925,0.546892,-0.130615,0,0.016171,0.108201,-0.007774,0.307254,1.022663,0.892937,1.627728,-0.080714,-0.292206,-0.40778,-0.917748,-0.270524
-0.144516,0.020236,0.798964,0.029832,0.045478,-0.72438,0.687252,-0.540423,0.426315,-0.295639,-1.045117,0.2385,0,0.254827,0.004885,0.421716,0.548857,-0.131931,0,0.023443,0.102635,-0.029108,0.321194,1.065582,0.863564,1.665722,-0.082855,-0.291477,-0.428524,-0.924227,-0.262939
-0.147635,0.021845,0.797735,0.027518,0.048886,-0.727311,0.684012,-0.565171,0.470671,-0.354329,-1.111121,0.220945,0,0.259553,0.01935,0.415795,0.548873,-0.131533,0,0.032858,0.093779,-0.043627,0.328684,1.082514,0.839594,1.686733,-0.086814,-0.292891,-0.438163,-0.921769,-0.261539
-0.149638,0.022725,0.796303,0.025442,0.052356,-0.733425,0.677274,-0.582839,0.502357,-0.39916,-1.150286,0.162558,0,0.266307,0.03428,0.401971,0.550873,-0.13067,0,0.043187,0.080183,-0.048041,0.329803,1.069517,0.829197,1.689979,-0.091533,-0.296164,-0.440725,-0.904506,-0.264476
-0.150037,0.023108,0.795747,0.024741,0.055103,-0.735388,0.674949,-0.607102,0.489492,-0.409527,-1.144123,0.113639,0,0.270467,0.041421,0.397984,0.550162,-0.129034,0,0.054694,0.082299,-0.046255,0.330953,1.047746,0.822172,1.671811,-0.092483,-0.302277,-0.436233,-0.881641,-0.271481
-0.149481,0.022639,0.796164,0.024644,0.057092,-0.73534,0.674839,-0.632414,0.447408,-0.393699,-1.102991,0.097811,0,0.270031,0.044684,0.398958,0.54388,-0.125645,0,0.065503,0.094268,-0.039689,0.334875,1.027269,0.819626,1.64785,-0.091191,-0.308461,-0.429912,-0.856809,-0.275269
-0.147964,0.021117,0.797616,0.02451,0.058305,-0.735477,0.674591,-0.643313,0.391328,-0.375213,-1.022016,0.092223,0,0.264164,0.047156,0.398871,0.530444,-0.119128,0,0.076393,0.109828,-0.026143,0.345687,1.007047,0.817827,1.627553,-0.086613,-0.312499,-0.421662,-0.837734,-0.270177
-0.145454,0.018768,0.800614,0.025108,0.058077,-0.737807,0.67204,-0.63234,0.329511,-0.361537,-0.902303,0.107624,0,0.253706,0.048394,0.392623,0.50846,-0.107588,0,0.086446,0.123632,-0.006881,0.356342,0.989081,0.825361,1.605343,-0.076065,-0.315328,-0.418649,-0.828236,-0.262576
-0.142327,0.015687,0.80341,0.025421,0.057496,-0.743496,0.665778,-0.599623,0.273777,-0.347699,-0.753615,0.149197,0,0.243002,0.050566,0.379628,0.48682,-0.095231,0,0.095666,0.13353,0.020306,0.365653,0.966158,0.840675,1.591154,-0.061562,-0.318077,-0.422176,-0.820727,-0.260651
-0.140247,0.014982,0.810032,0.050024,0.061608,-0.766899,0.636842,-0.576119,0.258945,-0.393528,-0.622088,0.227448,0,0.304978,0.036948,0.317238,0.488026,-0.055159,0,0.078102,0.090223,0.014297,0.37563,0.936721,0.873379,1.560206,-0.001579,-0.319963,-0.428103,-0.818103,-0.265018
-0.137873,0.01186,0.812621,0.050194,0.050897,-0.783402,0.617391,-0.496344,0.252335,-0.451333,-0.546839,0.211194,0,0.289571,0.032717,0.271815,0.477774,-0.054945,0,0.07321,0.079436,0.059586,0.375757,0.927278,0.908545,1.506089,0.009978,-0.334946,-0.440572,-0.805706,-0.281914
-0.13635,0.008602,0.813399,0.038387,0.031593,-0.794443,0.6053,-0.414929,0.236758,-0.475097,-0.513549,0.198057,0,0.237193,0.025397,0.24002,0.465127,-0.062677,0,0.07007,0.088362,0.12628,0.370773,0.940077,0.949262,1.4408,-0.005032,-0.35658,-0.457657,-0.782526,-0.300145
-0.13615,0.006661,0.812369,0.037557,0.026364,-0.803102,0.594072,-0.397082,0.239065,-0.486955,-0.520943,0.19433,0,0.23757,0.022224,0.216715,0.478129,-0.066137,0,0.068111,0.091569,0.14499,0.378002,0.978537,1.004797,1.378932,0.007777,-0.365016,-0.465793,-0.766416,-0.307952
-0.137327,0.004991,0.809476,0.035983,0.02557,-0.807774,0.587837,-0.408902,0.255218,-0.4809,-0.569711,0.186747,0,0.243041,0.025321,0.205315,0.496986,-0.075608,0,0.066769,0.097993,0.154572,0.397244,1.015798,1.041189,1.381253,0.014404,-0.361744,-0.459777,-0.751812,-0.309699
-0.138938,0.004313,0.805341,0.031366,0.027915,-0.808459,0.587052,-0.440084,0.28391,-0.466174,-0.648845,0.17979,0,0.246794,0.035051,0.205217,0.517904,-0.089261,0,0.070413,0.107389,0.166501,0.422665,1.046635,1.037044,1.40937,0.007268,-0.351654,-0.436931,-0.730957,-0.312905
-0.140474,0.004439,0.801615,0.029283,0.032075,-0.806745,0.589301,-0.483622,0.312197,-0.453137,-0.730914,0.191089,0,0.256357,0.042771,0.212697,0.537468,-0.101456,0,0.075108,0.118264,0.171153,0.440263,1.046525,1.016206,1.451758,-0.004884,-0.344025,-0.398486,-0.706177,-0.317775
